ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code,purchase,pickup_delivery
rtpuuxmQ1Z-6jyL39wvzZQ,Kush,4.5,2495,$$,['delivery'],False,"Burgers, American (New), Beer Bar","burgers, newamerican, beerbar",25.795817,-80.194701,US,FL,Miami,33127.0,['delivery'],only delivery
2O3HGTUgeudmXKojboj5Sg,Moshi Moshi - MiMo,4.0,553,$$,"['delivery', 'pickup']",False,"Sushi Bars, Japanese, Noodles","sushi, japanese, noodles",25.8418560773134,-80.1844487339258,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
pCWEUfkRhDyPvkaxyZpOyA,The Deck at Island Gardens,4.0,147,$$$$,"['delivery', 'pickup']",False,"Venues & Event Spaces, Beer Gardens, Seafood","venues, beergardens, seafood",25.784239000000003,-80.177914,US,FL,Miami,33132.0,"['pickup', 'delivery']",pickup and delivery
5_ibTcesye-Evm-EXkxxnQ,Canta y No Llores,4.5,16,,['delivery'],False,Mexican,mexican,25.848395999999997,-80.175179,US,FL,Miami,33138.0,['delivery'],only delivery
NdCrHyoZc2iS9XeD78jtOw,Fritanga Pinolandia,3.5,28,$,['delivery'],False,Latin American,latin,25.8831499114672,-80.2168310433626,US,FL,Miami,33168.0,['delivery'],only delivery
zhggJjhR7mN5FkZz2d6d9w,Sottosale,4.5,53,,"['delivery', 'pickup']",False,"Italian, Wine Bars, Seafood","italian, wine_bars, seafood",25.848907999999998,-80.18441700000001,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
Qp2z_UJ3OsoAVqkqslVY7g,Poke-San,5.0,1,,"['delivery', 'pickup']",False,"Poke, Hawaiian","poke, hawaiian",25.85191,-80.19324,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
WsUkmAwX3b-evhuNYHjuQw,Boketto,4.0,20,,['delivery'],False,Asian Fusion,asianfusion,25.800194,-80.198137,US,FL,Miami,33127.0,['delivery'],only delivery
UXHxLN3DcDGI57uDIfCuJA,Old's Havana Cuban Bar & Cocina,4.5,1066,$$,"['delivery', 'pickup', 'restaurant_reservation']",False,"Cuban, Bars","cuban, bars",25.7655942148975,-80.2192383373502,US,FL,Miami,33135.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
eo2W_Hakq3SVGUsUSBHvGw,1-800-Lucky,4.0,1249,$$,['delivery'],False,Asian Fusion,asianfusion,25.799310000000002,-80.19800000000001,US,FL,Miami,33127.0,['delivery'],only delivery
iktVOp3bAf468Fn0f_1GWg,Perrology,4.5,15,,,False,"Vegan, Hot Dogs","vegan, hotdog",25.8021001,-80.191386,US,FL,Miami,33137.0,,
CG27dIUxEmMclCA9MBoqDA,Phuc Yea,3.5,521,$$,['pickup'],False,"Vietnamese, Asian Fusion, Cocktail Bars","vietnamese, asianfusion, cocktailbars",25.840456,-80.184568,US,FL,Miami,33138.0,['pickup'],only pickup
W7gxDrYFVJTmZ28JFit_UQ,Mattie's Soul Food,4.0,32,$$,"['delivery', 'pickup']",False,"Soul Food, Seafood, Desserts","soulfood, seafood, desserts",25.88334833,-80.24521667,US,FL,Miami,33167.0,"['pickup', 'delivery']",pickup and delivery
8Yu4o07B-Rq2xQxRCsOnkw,Seoul Chicken,4.5,6,,,False,"Korean, Chicken Wings","korean, chicken_wings",25.8128859,-80.19563570000001,US,FL,Miami,33127.0,,
0wYUR8RTkcY_N7MxpdXWdA,Green Envy,5.0,5,,"['delivery', 'pickup']",False,"Salad, Juice Bars & Smoothies, Wraps","salad, juicebars, wraps",25.832064399999997,-80.2095059,US,FL,Miami,33150.0,"['pickup', 'delivery']",pickup and delivery
N5avKKZ-9n0m1XB73Xax6w,HeartLand,5.0,5,,,False,American (Traditional),tradamerican,25.832332,-80.18839399999999,US,FL,Miami,33137.0,,
0wYUR8RTkcY_N7MxpdXWdA,Green Envy,5.0,5,,"['delivery', 'pickup']",False,"Salad, Juice Bars & Smoothies, Wraps","salad, juicebars, wraps",25.832064399999997,-80.2095059,US,FL,Miami,33150.0,"['pickup', 'delivery']",pickup and delivery
O4gh_gZPp1zW9QtC1aMHWw,House of Food Porn,5.0,87,,,False,"Sushi Bars, Asian Fusion, Wine Bars","sushi, asianfusion, wine_bars",25.832631988454498,-80.200107379434,US,FL,Miami,33150.0,,
kOLTkKW8zZB88ibRvxCDYQ,Tran An,4.5,38,,,False,Vietnamese,vietnamese,25.8500015,-80.1924194,US,FL,Miami,33138.0,,
wGQJjtcG1-NsxslGv4bNjw,Bahamian Pot Restaurant,5.0,16,,['delivery'],False,Caribbean,caribbean,25.833530399999997,-80.2067032,US,FL,Miami,33150.0,['delivery'],only delivery
Y88jjfXzvHNMUs2cNK9lLA,Naomi's Garden Restaurant & Lounge,4.5,238,$,"['delivery', 'pickup']",False,"Haitian, Seafood","haitian, seafood",25.83948,-80.20787,US,FL,Miami,33150.0,"['pickup', 'delivery']",pickup and delivery
tGKkA2Ru_tfiQdHWIjUA1A,CHICA Miami,4.0,155,,"['delivery', 'pickup']",False,"Latin American, Breakfast & Brunch, Cocktail Bars","latin, breakfast_brunch, cocktailbars",25.82704,-80.18729,US,FL,Miami,33137.0,"['pickup', 'delivery']",pickup and delivery
7Lx7Pufv4pNKV7odW7DSzw,Hachidori Ramen,4.5,53,,,False,Ramen,ramen,25.8502285,-80.19307049999999,US,FL,Miami,33138.0,,
fUAu4jFPE4fi6h_GBxC9Cw,Boia De,5.0,82,,"['delivery', 'pickup']",False,"Italian, American (New)","italian, newamerican",25.8243384,-80.1916422,US,FL,Miami,33137.0,"['pickup', 'delivery']",pickup and delivery
snJPBuR3TtYfapCHuZWsOQ,Manjay,4.5,49,$$,"['delivery', 'pickup']",False,Caribbean,caribbean,25.851947,-80.19344,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
DaLMUXVX9mVGzt_zWvxB_Q,Baiocco,4.5,85,$$$,"['delivery', 'pickup']",False,Italian,italian,25.82742,-80.18629,US,FL,Miami,33137.0,"['pickup', 'delivery']",pickup and delivery
A3-hmmixWup2yijyc_oiKg,China Town 4,3.5,17,$$,,False,Chinese,chinese,25.832485199999997,-80.20802309999999,US,FL,Miami,33150.0,,
aPz-zD5bVzalrT33eXlcGQ,La Santa Taqueria,4.0,43,,['delivery'],False,Tacos,tacos,25.84999,-80.19269,US,FL,Miami,33138.0,['delivery'],only delivery
6fNcncOm3Fk4L8ChcIj7qw,MLK Restaurant,4.0,59,$,['delivery'],False,Soul Food,soulfood,25.830117,-80.224655,US,FL,Miami,33147.0,['delivery'],only delivery
AM9y42k6AC8Z4HzRcJwd1Q,Wingstop,3.0,59,$,['delivery'],False,Chicken Wings,chicken_wings,25.832484899999997,-80.20802490000001,US,FL,Miami,33150.0,['delivery'],only delivery
nvwXcXSSNoV7FDWvYi_OKA,Mandolin Aegean Bistro,4.5,1794,$$,"['delivery', 'pickup']",False,"Mediterranean, Greek, Turkish","mediterranean, greek, turkish",25.815855300000003,-80.1916263,US,FL,Miami,33137.0,"['pickup', 'delivery']",pickup and delivery
t03KjbMNpIiXvRG0LQKs2w,Chef Creole Seasoned Kitchen,4.0,261,$$,['delivery'],False,"Seafood, Caribbean","seafood, caribbean",25.82487,-80.20025,US,FL,Miami,33127.0,['delivery'],only delivery
89-ZDgwBCEHEmTcbP5wU2A,Cafe Kush,4.5,7,,,False,"Breakfast & Brunch, Cafes","breakfast_brunch, cafes",25.846164,-80.185144,US,FL,Miami,33138.0,,
JVsW3nR6waakPsaheff1kA,Fiorito,4.5,382,$$,"['delivery', 'pickup']",False,"Argentine, Latin American, Spanish","argentine, latin, spanish",25.827054,-80.19183199999999,US,FL,Miami,33137.0,"['pickup', 'delivery']",pickup and delivery
8Yu4o07B-Rq2xQxRCsOnkw,Seoul Chicken,4.5,6,,,False,"Korean, Chicken Wings","korean, chicken_wings",25.8128859,-80.19563570000001,US,FL,Miami,33127.0,,
WEqsL3X9PMXb6GLbM_vvhg,Ghost Kitchen Miami,5.0,2,,"['delivery', 'pickup']",False,"Food Delivery Services, Poke, Burgers","fooddeliveryservices, poke, burgers",25.8181,-80.191761,US,FL,Miami,33137.0,"['pickup', 'delivery']",pickup and delivery
BZP-Ok7_byI5HQ3-fMjHUQ,Le Jardin,4.0,4,,['delivery'],False,Restaurants,restaurants,25.846580499999998,-80.1932297,US,FL,Miami,33138.0,['delivery'],only delivery
9UhKxz5XS2vmKzBLuOUoXw,Vista,4.0,324,,"['delivery', 'pickup']",False,"Cocktail Bars, Italian, American (New)","cocktailbars, italian, newamerican",25.8216211,-80.1918293,US,FL,Miami,33137.0,"['pickup', 'delivery']",pickup and delivery
nf-GDLiY9OocQFqT-tQuKA,Clive's Cafe,4.5,174,$$,['delivery'],False,"Caribbean, Cafes","caribbean, cafes",25.829335999999998,-80.20045400000001,US,FL,Miami,33127.0,['delivery'],only delivery
2O3HGTUgeudmXKojboj5Sg,Moshi Moshi - MiMo,4.0,553,$$,"['delivery', 'pickup']",False,"Sushi Bars, Japanese, Noodles","sushi, japanese, noodles",25.8418560773134,-80.1844487339258,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
jEtlwkyWYw71ANPrnukngA,Ms Cheezious,4.0,689,$$,['delivery'],False,"Comfort Food, Sandwiches","comfortfood, sandwiches",25.8433905564887,-80.1846234127879,US,FL,Miami,33138.0,['delivery'],only delivery
r390Jdc8jJZREdCiPLwolw,Snappers Fish and Chicken,3.5,15,,"['delivery', 'pickup']",False,"Seafood, Fast Food, Chicken Wings","seafood, hotdogs, chicken_wings",25.836164,-80.208956,US,FL,Miami,33150.0,"['pickup', 'delivery']",pickup and delivery
1WkE5mEtRTf7x817pAX83w,Uptown 66 Taqueria,4.5,43,,['delivery'],False,Tacos,tacos,25.836748,-80.184475,US,FL,Miami,33138.0,['delivery'],only delivery
cFSF6fXOzz_3SiZAHl-rcA,The Citadel,4.0,180,$$,"['delivery', 'pickup']",False,"Food Court, Cocktail Bars, Venues & Event Spaces","food_court, cocktailbars, venues",25.852047,-80.193413,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
9hCicCd2DYurJZE1Z268jQ,Maya’mi Cocina,4.5,10,,"['delivery', 'pickup']",False,"Tacos, Vegan","tacos, vegan",25.821969,-80.1921389,US,FL,Miami,33137.0,"['pickup', 'delivery']",pickup and delivery
HQ6NFd02SlQcHWfFCOrW_Q,Bon Gout BBQ,4.0,58,$$,"['delivery', 'pickup']",False,Barbeque,bbq,25.8255,-80.19775,US,FL,Miami,33127.0,"['pickup', 'delivery']",pickup and delivery
-jlSWKF0EsXHEZjw3Ggmfw,Roots Miami Kava & Eatery,4.5,55,$$,['delivery'],False,"Lounges, Venues & Event Spaces, Vegan","lounges, venues, vegan",25.8163956,-80.19984170000001,US,FL,Miami,33127.0,['delivery'],only delivery
9lv6P-U1KU9G63gcmgjFQA,Michael's Genuine Food & Drink,4.0,1722,$$$,['delivery'],False,"American (New), Bars","newamerican, bars",25.81321,-80.19269,US,FL,Miami,33137.0,['delivery'],only delivery
CG27dIUxEmMclCA9MBoqDA,Phuc Yea,3.5,521,$$,['pickup'],False,"Vietnamese, Asian Fusion, Cocktail Bars","vietnamese, asianfusion, cocktailbars",25.840456,-80.184568,US,FL,Miami,33138.0,['pickup'],only pickup
AMOdDZRLQy6gRe7cuOBSKg,Mexico 1810,4.0,30,$$,['delivery'],False,Mexican,mexican,25.809240300000003,-80.2254868,US,FL,Miami,33142.0,['delivery'],only delivery
BkWiPhgX1ybXoAhnEgfU9w,Swan,3.5,499,$$$,['delivery'],False,Modern European,modern_european,25.812509888249,-80.19372984766959,US,FL,Miami,33137.0,['delivery'],only delivery
GtjhnmRuWFKJCluhJE82Dw,Louis famous Foods,5.0,4,,['delivery'],False,American (New),newamerican,25.834838890894602,-80.208489681153,US,FL,Miami,33150.0,['delivery'],only delivery
KTwRzstHtFE41bE0CR4n0g,Fresh And Nice Caribbean Style Cuisine,3.5,12,,"['delivery', 'pickup']",False,Caribbean,caribbean,25.8251,-80.21074,US,FL,Miami,33127.0,"['pickup', 'delivery']",pickup and delivery
HRM3LzJchlbMKTFzFnkZmQ,SUR,5.0,21,,['delivery'],False,"Empanadas, Sandwiches, Salad","empanadas, sandwiches, salad",25.83012,-80.19991,US,FL,Miami,33127.0,['delivery'],only delivery
zg6uzbByuPUwFKicsou2tQ,Blue Collar,4.5,1379,$$,['delivery'],False,"Breakfast & Brunch, American (Traditional), Sandwiches","breakfast_brunch, tradamerican, sandwiches",25.83782,-80.184616,US,FL,Miami,33138.0,['delivery'],only delivery
jyIKR2n-edFjT7o3xgADfA,The Cat's Meow Café,5.0,8,,,False,Cafes,cafes,25.84471,-80.18422,US,FL,Miami,33138.0,,
Y9YON1AAgOypkzTN_hCwNQ,Sixty10,4.5,48,,"['delivery', 'pickup']",False,"French, Venues & Event Spaces","french, venues",25.83116,-80.19238,US,FL,Miami,33137.0,"['pickup', 'delivery']",pickup and delivery
2GWNDNNPiKKdWF41ZTy7_Q,Dogma Grill,4.0,383,$,['delivery'],False,"Hot Dogs, American (Traditional)","hotdog, tradamerican",25.84019,-80.18463,US,FL,Miami,33138.0,['delivery'],only delivery
ifHQkAIo7GaM6_qxhBd5Ow,Chez Le Bebe,3.5,71,$,['delivery'],False,Haitian,haitian,25.8252031712751,-80.1935330701213,US,FL,Miami,33137.0,['delivery'],only delivery
xgoSJR1nOAXW2bUWB3-GSg,Amazonica,4.5,80,$$,['delivery'],False,"Shaved Ice, Juice Bars & Smoothies, Colombian","shavedice, juicebars, colombian",25.82175,-80.19191,US,FL,Miami,33137.0,['delivery'],only delivery
_yLrPRZii36cTbOll4uibg,The SisterYard,5.0,7,,,False,"Coffee & Tea, Cafes","coffee, cafes",25.81259,-80.202184,US,FL,Miami,33127.0,,
kXTQBinEOzVgPIizcI52vQ,Caja Caliente,4.5,365,$,['delivery'],False,"Food Trucks, Cuban, Tacos","foodtrucks, cuban, tacos",25.813516,-80.193627,US,FL,Miami,33137.0,['delivery'],only delivery
IKd81VUoe9TMbW__mZe5YA,Flavaz Restaurant,3.0,2,,"['delivery', 'pickup']",False,"Southern, Caribbean","southern, caribbean",25.836848850202898,-80.22290356457229,US,FL,Miami,33147.0,"['pickup', 'delivery']",pickup and delivery
p316iEGEQSOukqmytipXPA,TRAN AN,4.0,102,$$,"['delivery', 'pickup']",False,"Vietnamese, Sandwiches, Soup","vietnamese, sandwiches, soup",25.8125,-80.1925,US,FL,Miami,33137.0,"['pickup', 'delivery']",pickup and delivery
Y36AkuvLNs30SoZnCXWDcQ,Jacqueline's Fried Chicken,4.5,3,$,,False,Fast Food,hotdogs,25.8096573197894,-80.2242232114077,US,FL,Miami,33142.0,,
JnWk31PtaDGD3JfO9eyVkw,Impressions,5.0,6,,,False,Cafes,cafes,25.7783409549632,-80.3094483911991,US,FL,Miami,33126.0,,
QHbx2CUBXg7WFPHn4f_uBg,Francisca Restaurant Miami,4.0,7,,,False,Latin American,latin,25.796188,-80.323828,US,FL,Miami,33122.0,,
vLlxzQVPbpPFGU4AID2bXA,Stela's Kitchen Bar,2.5,26,,['delivery'],False,"Breakfast & Brunch, American (New), Sandwiches","breakfast_brunch, newamerican, sandwiches",25.79147,-80.31759699999999,US,FL,Miami,33126.0,['delivery'],only delivery
zLqpyPYeI2xm7_j_L3GARw,Rikin Cafeteria,4.0,6,$,,False,"Caterers, Cafeteria","catering, cafeteria",25.795863,-80.3146212,US,FL,Miami,33122.0,,
CfS0cyuZJ9rUbSsG7UI8YA,Café Kabana Restaurant,4.5,16,,"['delivery', 'pickup']",False,"Breakfast & Brunch, Cafes, Sandwiches","breakfast_brunch, cafes, sandwiches",25.7830702891573,-80.3192649409175,US,FL,Miami,33126.0,"['pickup', 'delivery']",pickup and delivery
GbFHI1_yrDf7zBi_4zGdpg,Pizzaton,5.0,3,,"['delivery', 'pickup']",False,"Pizza, Italian","pizza, italian",25.79618,-80.323836,US,FL,Miami,33122.0,"['pickup', 'delivery']",pickup and delivery
G-Jb1LKhvi1axEdw_VAEgg,Chevys Fresh Mex,3.0,249,$$,"['delivery', 'pickup']",False,"Mexican, Bars, Tex-Mex","mexican, bars, tex-mex",25.78303,-80.32789,US,FL,Miami,33126.0,"['pickup', 'delivery']",pickup and delivery
PCcO6zulzjwdHMKUMGiMww,Doral Thai Restaurant,4.0,210,$$,"['delivery', 'pickup']",False,"Thai, Desserts, Coffee & Tea","thai, desserts, coffee",25.7979519446344,-80.3247750345185,US,FL,Miami,33122.0,"['pickup', 'delivery']",pickup and delivery
sZhv7gZi7YPK8ijP2ysPPQ,Esencias Café,5.0,3,$,['delivery'],False,"Latin American, Cafes, Breakfast & Brunch","latin, cafes, breakfast_brunch",25.7963081011551,-80.3196397796273,US,FL,Miami,33122.0,['delivery'],only delivery
ytfHEkSDgTYhQpoZ5plaHA,Joe's Place,4.0,1,,,False,Cuban,cuban,25.7968707382679,-80.31280517578121,US,FL,Miami,33122.0,,
EIBlB2UCGMSizEoDbUZKKw,DoubleShot tapas and Burger Bar,2.0,13,$$,"['delivery', 'pickup']",False,"Burgers, Tapas Bars","burgers, tapas",25.778553,-80.310349,US,FL,Miami,33126.0,"['pickup', 'delivery']",pickup and delivery
eI0-uXVXSmQEOZvy26SmpQ,Wassa Bae,1.5,6,,['delivery'],False,Sushi Bars,sushi,25.79639,-80.32337,US,FL,Miami,33122.0,['delivery'],only delivery
W7smfx_urXmM2ek_BmnJWg,Runway Expréss,4.0,22,$,['delivery'],False,"Breakfast & Brunch, Food Delivery Services, Caterers","breakfast_brunch, fooddeliveryservices, catering",25.777781,-80.31229,US,FL,Miami,33126.0,['delivery'],only delivery
MlwZiHHIB38weDNzXqZXQA,Wendy's,3.5,14,$,['delivery'],False,"Burgers, Fast Food","burgers, hotdogs",25.78306,-80.3188,US,FL,Miami,33126.0,['delivery'],only delivery
26oRoReYi9AWcOyKKrGMaQ,El Doblon,5.0,1,,,False,Cuban,cuban,25.79956,-80.31815999999999,US,FL,Miami,33122.0,,
jb9SPG35H3DGH7DzpOT01g,Latin Doral,2.5,12,$,['delivery'],False,Cuban,cuban,25.795206,-80.329484,US,FL,Miami,33122.0,['delivery'],only delivery
rt4xnfJxiFRTeSMkRMBWLQ,Sushi Splash,2.0,3,$$,,False,"Sushi Bars, Japanese","sushi, japanese",25.796656,-80.318207,US,FL,Miami,33122.0,,
kOLTkKW8zZB88ibRvxCDYQ,Tran An,4.5,38,,,False,Vietnamese,vietnamese,25.8500015,-80.1924194,US,FL,Miami,33138.0,,
7Lx7Pufv4pNKV7odW7DSzw,Hachidori Ramen,4.5,53,,,False,Ramen,ramen,25.8502285,-80.19307049999999,US,FL,Miami,33138.0,,
cFSF6fXOzz_3SiZAHl-rcA,The Citadel,4.0,180,$$,"['pickup', 'delivery']",False,"Food Court, Cocktail Bars, Venues & Event Spaces","food_court, cocktailbars, venues",25.852047,-80.193413,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
aPz-zD5bVzalrT33eXlcGQ,La Santa Taqueria,4.0,43,,['delivery'],False,Tacos,tacos,25.84999,-80.19269,US,FL,Miami,33138.0,['delivery'],only delivery
89-ZDgwBCEHEmTcbP5wU2A,Cafe Kush,4.5,7,,,False,"Breakfast & Brunch, Cafes","breakfast_brunch, cafes",25.846164,-80.185144,US,FL,Miami,33138.0,,
snJPBuR3TtYfapCHuZWsOQ,Manjay,4.5,49,$$,"['pickup', 'delivery']",False,Caribbean,caribbean,25.851947,-80.19344,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
IrYzJJiWPAWxNUiaZ1_Srw,Mr Mandolin,3.5,15,,['delivery'],False,"Mediterranean, Turkish, Greek","mediterranean, turkish, greek",25.84295,-80.18369,US,FL,Miami,33138.0,['delivery'],only delivery
5_ibTcesye-Evm-EXkxxnQ,Canta y No Llores,4.5,16,,['delivery'],False,Mexican,mexican,25.848395999999997,-80.175179,US,FL,Miami,33138.0,['delivery'],only delivery
zhggJjhR7mN5FkZz2d6d9w,Sottosale,4.5,53,,"['pickup', 'delivery']",False,"Italian, Wine Bars, Seafood","italian, wine_bars, seafood",25.848907999999998,-80.18441700000001,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
VAAHa9MYekXSQtrEFzKBig,Fire Kitchen and Bar,5.0,24,$$,,False,"Bars, Seafood","bars, seafood",25.8516,-80.19273000000001,US,FL,Miami,33138.0,,
YRLK5mFnTLRR9_CU7HFZyw,Barby’s Food Truck,4.0,2,,"['pickup', 'delivery']",False,"Food Trucks, Tacos","foodtrucks, tacos",25.848277399999997,-80.1803138,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
B22WqXa2SWbfTL-RcnD_6g,Ferraro's Kitchen,4.5,161,$$$,['delivery'],False,"Wine Bars, Italian, Cooking Classes","wine_bars, italian, cookingclasses",25.84834,-80.17438,US,FL,Miami,33138.0,['delivery'],only delivery
lTY9kgewL0_BxvhQcvz7rQ,Smokey Trails BBQ,4.5,82,$$,['delivery'],False,"Barbeque, Food Trucks","bbq, foodtrucks",25.8694171033431,-80.2101587131619,US,FL,Miami,33150.0,['delivery'],only delivery
iGrif5vTNCl3zSeqdoJffA,Sherwoods Bistro & Bar,4.0,265,$$,"['pickup', 'delivery']",False,"Bars, American (Traditional)","bars, tradamerican",25.85127,-80.19258,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
fllwP9JHieW6-Mpbx1X6WQ,Pinch Kitchen,4.5,399,$$,"['pickup', 'delivery']",False,"American (New), Breakfast & Brunch, Cocktail Bars","newamerican, breakfast_brunch, cocktailbars",25.8544821718056,-80.1846987988383,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
4jWcZzyPe__O48pFNpkTnw,USBS,5.0,10,,,False,"Burgers, Food Stands","burgers, foodstands",25.85931,-80.18426,US,FL,Miami,33138.0,,
BtEtYQbIs71sN_PvY7pmzw,Q79 bbq,4.0,12,,['delivery'],False,"Barbeque, Smokehouse","bbq, smokehouse",25.8481356999661,-80.1751216873527,US,FL,Miami,33138.0,['delivery'],only delivery
Yx5ZBoCs5wGyu9-ZQh2Wvg,Habibi Kush,5.0,23,,"['pickup', 'delivery']",False,"Hookah Bars, Falafel","hookah_bars, falafel",25.847766,-80.17739499999999,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
bR1mZ-lay9EpUdpn4J1jWg,El Conuquito Restaurant,4.0,104,$,,False,"Dominican, Latin American","dominican, latin",25.8838214874268,-80.2164688110352,US,FL,Miami,33168.0,,
ciYHrdEgc08q3Yl6mtp7KA,Chung Wah Chinese Food,4.0,43,$,['delivery'],False,Chinese,chinese,25.884120000000003,-80.19471999999999,US,FL,Miami,33161.0,['delivery'],only delivery
rcA2-uR8SIomPspuddZTjw,The Plantisserie Plant-Based Organic Deli and Market,4.5,38,,"['pickup', 'delivery']",False,"Vegan, Organic Stores, Gluten-Free","vegan, organic_stores, gluten_free",25.842489999999998,-80.19288,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
peLIeswC5eVu2t8a1zDUXA,Cliff's Restaurant & Catering,3.5,67,$$,['delivery'],False,Caribbean,caribbean,25.873279999999998,-80.21038,US,FL,Miami,33168.0,['delivery'],only delivery
wmfK5R5ujY0y_B2AF86srQ,Al Toque Food Truck,3.5,9,,"['pickup', 'delivery']",False,"Peruvian, Food Trucks","peruvian, foodtrucks",25.84808,-80.18404,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
NdCrHyoZc2iS9XeD78jtOw,Fritanga Pinolandia,3.5,28,$,['delivery'],False,Latin American,latin,25.8831499114672,-80.2168310433626,US,FL,Miami,33168.0,['delivery'],only delivery
Za8f8EgAywYKFkV3gKBmYg,Wabi Sabi By Shuji,5.0,117,$$,"['pickup', 'delivery']",False,"Sushi Bars, Japanese","sushi, japanese",25.848235875177004,-80.179012902081,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
jEtlwkyWYw71ANPrnukngA,Ms Cheezious,4.0,689,$$,['delivery'],False,"Comfort Food, Sandwiches","comfortfood, sandwiches",25.8433905564887,-80.1846234127879,US,FL,Miami,33138.0,['delivery'],only delivery
OvA69Ymv76xL2RVA6-k0Rw,Jimmy's Diner,4.0,22,$,"['pickup', 'delivery']",False,Diners,diners,25.87624,-80.20985999999999,US,FL,Miami,33168.0,"['pickup', 'delivery']",pickup and delivery
_MBtSvScNk6mjkvYf6nD5g,Battubelin,4.5,121,$$,"['pickup', 'delivery']",False,"Pizza, Italian, Burgers","pizza, italian, burgers",25.848329999999997,-80.18114,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
5aOSkjVobmM9teL1cvVKaA,Botta,5.0,13,,"['pickup', 'delivery']",False,"Pizza, Italian, Sandwiches","pizza, italian, sandwiches",25.84775,-80.17886999999999,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
b8qYjAwD7zfI9dsKHjIXBg,Fire Wood Fired Kitchen,5.0,5,,,False,American (Traditional),tradamerican,25.8516,-80.19273000000001,US,FL,Miami,33138.0,,
fRACRRKZxal5L2Th9v_1DA,Boteco,3.5,326,$$,"['pickup', 'delivery']",False,"Lounges, Brazilian","lounges, brazilian",25.847945499999998,-80.17771570000001,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
fJm-ohO-m2Yc9pnYpMQOyQ,The Anderson,4.0,211,$$,['delivery'],False,"Cocktail Bars, American (Traditional), Tacos","cocktailbars, tradamerican, tacos",25.848103,-80.18226800000001,US,FL,Miami,33138.0,['delivery'],only delivery
BZP-Ok7_byI5HQ3-fMjHUQ,Le Jardin,4.0,4,,['delivery'],False,Restaurants,restaurants,25.846580499999998,-80.1932297,US,FL,Miami,33138.0,['delivery'],only delivery
uIBVcJpXH1pj288qzvv2Kg,B & M Market & Rhoti Shop,4.5,132,$,"['pickup', 'delivery']",False,"Caribbean, Halal, Indian","caribbean, halal, indpak",25.8476949,-80.19256,US,FL,Miami,33138.0,"['pickup', 'delivery']",pickup and delivery
